,time_left,ct_score,t_score,map,bomb_planted,ct_health,t_health,ct_armor,t_armor,ct_money,t_money,ct_helmets,t_helmets,ct_defuse_kits,ct_players_alive,t_players_alive
40844,74.95,3,8,de_inferno,0,132,362,100,455,4550,10300,0,5,0,2,5
40845,39.56,3,8,de_inferno,1,32,321,0,444,2400,10900,0,5,0,1,5
40846,19.56,3,8,de_inferno,1,32,321,0,444,2400,10900,0,5,0,1,5
40847,174.95,3,9,de_inferno,0,500,500,0,398,26650,28400,0,5,0,5,5
40848,175.0,3,9,de_inferno,0,500,500,200,398,15500,25500,0,5,1,5,5
40849,170.55,3,9,de_inferno,0,500,500,300,398,14500,25500,1,5,1,5,5
40850,110.55,3,9,de_inferno,0,500,500,500,398,350,24500,2,5,1,5,5
40851,90.55,3,9,de_inferno,0,500,479,500,390,350,24500,2,5,1,5,5
40852,70.55,3,9,de_inferno,0,274,383,296,336,450,18200,1,4,0,3,4
40853,50.55,3,9,de_inferno,0,274,380,296,336,450,18200,1,4,0,3,4
40854,30.55,3,9,de_inferno,0,174,380,196,336,450,18500,0,4,0,2,4
40855,38.22,3,9,de_inferno,1,174,377,196,336,450,18800,0,4,0,2,4
40856,18.22,3,9,de_inferno,1,147,294,192,249,750,14400,0,3,0,2,3
40857,174.95,3,10,de_inferno,0,500,500,192,245,17950,43200,0,3,0,5,5
40858,114.95,3,10,de_inferno,0,500,500,392,445,7950,30400,1,5,2,5,5
40859,94.95,3,10,de_inferno,0,500,500,492,445,1750,30400,2,5,3,5,5
40860,74.95,3,10,de_inferno,0,300,236,292,248,400,19600,0,3,1,3,3
40861,39.49,3,10,de_inferno,1,200,236,192,248,300,20200,0,3,1,2,3
40862,19.49,3,10,de_inferno,1,200,236,192,248,300,20200,0,3,1,2,3
40863,174.95,3,11,de_inferno,0,500,500,190,146,19350,49100,0,2,1,5,5
40864,114.95,3,11,de_inferno,0,500,500,490,477,2650,28200,3,5,3,5,5
40865,94.95,3,11,de_inferno,0,400,496,389,475,2000,28200,3,5,2,4,5
40866,74.95,3,11,de_inferno,0,398,226,388,265,2600,18350,3,3,2,4,3
40867,54.95,3,11,de_inferno,0,398,226,388,265,2600,18350,3,3,2,4,3
40868,175.0,11,4,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
40869,175.0,11,4,de_inferno,0,500,500,0,0,4000,4000,0,0,0,5,5
40870,175.0,11,4,de_inferno,0,500,500,0,0,4000,3200,0,0,0,5,5
40871,175.0,11,4,de_inferno,0,500,500,0,100,4000,2500,0,0,0,5,5
40872,175.0,11,4,de_inferno,0,500,500,100,100,1700,2500,0,0,1,5,5
40873,175.0,11,4,de_inferno,0,500,500,100,200,1700,1850,0,0,1,5,5
40874,175.0,11,4,de_inferno,0,500,500,100,200,1700,1850,0,0,1,5,5
40875,175.0,11,4,de_inferno,0,500,500,100,200,1700,1850,0,0,1,5,5
40876,175.0,11,4,de_inferno,0,500,500,200,200,1050,1050,0,0,1,5,5
40877,175.0,11,4,de_inferno,0,500,500,200,200,1050,1050,0,0,1,5,5
40878,162.03,11,4,de_inferno,0,500,500,300,300,400,400,0,0,1,5,5
40879,102.03,11,4,de_inferno,0,500,500,300,300,350,400,0,0,1,5,5
40880,82.03,11,4,de_inferno,0,500,488,300,293,350,400,0,0,1,5,5
40881,62.03,11,4,de_inferno,0,388,288,193,193,500,550,0,0,1,4,3
40882,42.03,11,4,de_inferno,0,200,204,0,185,0,1150,0,0,1,2,3
40883,174.95,11,5,de_inferno,0,500,500,0,179,10450,18450,0,0,0,5,5
40884,114.95,11,5,de_inferno,0,500,500,400,500,1850,2150,2,5,0,5,5
40885,94.95,11,5,de_inferno,0,500,500,400,500,1850,1950,2,5,0,5,5
40886,74.95,11,5,de_inferno,0,500,500,400,500,1850,1950,2,5,0,5,5
40887,54.95,11,5,de_inferno,0,500,500,400,500,1850,1950,2,5,0,5,5
40888,34.95,11,5,de_inferno,0,496,447,398,492,1850,1950,2,5,0,5,5
40889,14.95,11,5,de_inferno,0,292,225,200,292,2050,2350,1,3,0,3,3
40890,32.01,11,5,de_inferno,1,192,225,100,292,2000,3250,1,3,0,2,3
40891,174.95,11,6,de_inferno,0,500,500,0,292,14450,21500,0,3,0,5,5
40892,114.95,11,6,de_inferno,0,500,500,0,492,13750,11650,0,5,0,5,5
40893,94.95,11,6,de_inferno,0,404,500,0,492,12150,10950,0,5,0,5,5
40894,74.95,11,6,de_inferno,0,277,500,0,492,10300,11550,0,5,0,4,5
40895,54.95,11,6,de_inferno,0,242,409,0,466,6900,12150,0,5,0,3,5
40896,34.95,11,6,de_inferno,0,100,408,0,466,2350,13350,0,5,0,1,5
40897,174.95,11,7,de_inferno,0,500,500,0,466,26650,30500,0,5,0,5,5
40898,175.0,11,7,de_inferno,0,500,500,200,466,15700,26100,2,5,0,5,5
40899,167.88,11,7,de_inferno,0,500,500,500,466,400,26100,5,5,0,5,5
40900,107.88,11,7,de_inferno,0,500,500,500,466,400,26100,5,5,0,5,5
40901,87.88,11,7,de_inferno,0,500,398,499,429,400,26100,5,5,0,5,5
40902,67.88,11,7,de_inferno,0,500,398,499,429,400,26100,5,5,0,5,5
40903,47.88,11,7,de_inferno,0,495,200,499,172,1100,10650,5,2,0,5,2
40904,27.88,11,7,de_inferno,0,395,90,399,72,1350,6750,4,1,0,4,1
40905,174.95,12,7,de_inferno,0,500,500,289,0,17950,34000,3,0,0,5,5
40906,114.95,12,7,de_inferno,0,500,500,489,500,3650,8550,5,5,3,5,5
40907,94.95,12,7,de_inferno,0,500,500,489,500,3650,8350,5,5,3,5,5
40908,74.95,12,7,de_inferno,0,500,499,489,499,3650,8350,5,5,3,5,5
40909,54.95,12,7,de_inferno,0,500,499,489,499,3650,8350,5,5,3,5,5
40910,34.95,12,7,de_inferno,0,460,499,489,499,3650,8350,5,5,3,5,5
40911,38.84,12,7,de_inferno,1,300,213,300,285,1750,5050,3,3,2,3,3
40912,18.84,12,7,de_inferno,1,100,213,100,285,400,5450,1,3,1,1,3
40913,174.95,12,8,de_inferno,0,500,500,100,281,16250,27150,1,3,1,5,5
40914,114.95,12,8,de_inferno,0,500,500,300,481,11200,13650,1,5,1,5,5
40915,94.95,12,8,de_inferno,0,200,402,100,443,5750,14550,0,5,0,2,5
40917,54.95,12,8,de_inferno,0,63,340,0,440,2200,14850,0,5,1,1,5
40918,174.95,12,9,de_inferno,0,500,500,0,350,25800,31700,0,4,0,5,5
40919,114.95,12,9,de_inferno,0,500,500,500,487,750,23000,2,5,0,5,5
40920,94.95,12,9,de_inferno,0,454,410,496,455,750,23000,2,5,0,5,5
40921,74.95,12,9,de_inferno,0,418,302,496,430,750,23000,2,5,0,5,5
40922,54.95,12,9,de_inferno,0,418,302,496,430,750,23000,2,5,0,5,5
40923,34.95,12,9,de_inferno,0,418,302,496,430,750,23000,2,5,0,5,5
40924,14.95,12,9,de_inferno,0,318,270,397,355,600,19250,2,4,0,4,4
40925,26.37,12,9,de_inferno,1,318,270,397,355,600,19550,2,4,0,4,4
40926,6.37,12,9,de_inferno,1,318,270,397,355,600,19550,2,4,0,4,4
40927,174.95,12,10,de_inferno,0,500,500,397,351,18050,41100,2,4,0,5,5
40928,114.95,12,10,de_inferno,0,500,500,497,451,11450,31400,2,5,2,5,5
40929,94.95,12,10,de_inferno,0,500,500,497,451,11450,30900,2,5,2,5,5
40930,74.95,12,10,de_inferno,0,500,500,497,451,11450,30900,2,5,2,5,5
40931,54.95,12,10,de_inferno,0,500,500,497,451,11450,30900,2,5,2,5,5
40932,34.95,12,10,de_inferno,0,500,500,497,451,11450,30900,2,5,2,5,5
40933,14.95,12,10,de_inferno,0,400,10,398,54,11100,8100,1,1,2,4,1
40934,174.95,13,10,de_inferno,0,500,500,298,0,29800,38500,1,0,1,5,5
40935,114.95,13,10,de_inferno,0,500,500,498,500,14800,14150,3,5,3,5,5
40936,94.95,13,10,de_inferno,0,486,477,498,492,14800,14150,3,5,3,5,5
40937,74.95,13,10,de_inferno,0,486,465,498,487,14800,14150,3,5,3,5,5
40938,54.95,13,10,de_inferno,0,486,465,498,487,14800,14150,3,5,3,5,5
40939,34.95,13,10,de_inferno,0,455,434,487,487,14800,14150,3,5,3,5,5
40941,174.95,14,10,de_inferno,0,500,500,487,100,32250,21750,3,1,3,5,5
40942,175.0,14,10,de_inferno,0,500,500,488,100,25750,21750,4,1,3,5,5
40943,171.64,14,10,de_inferno,0,500,500,488,400,24350,10100,4,4,3,5,5
40944,111.64,14,10,de_inferno,0,500,500,488,500,24350,3450,4,5,3,5,5
40945,91.64,14,10,de_inferno,0,400,500,389,500,17750,3750,3,5,2,4,5
40946,38.76,14,10,de_inferno,1,200,500,200,500,12700,4450,2,5,1,2,5
40947,18.76,14,10,de_inferno,1,200,500,200,500,12700,4450,2,5,1,2,5
40948,174.95,14,11,de_inferno,0,500,500,200,390,36350,21950,2,5,1,5,5
40949,114.95,14,11,de_inferno,0,500,500,500,390,19050,17350,4,5,2,5,5
40950,94.95,14,11,de_inferno,0,500,500,500,390,19050,16950,4,5,2,5,5
40951,74.95,14,11,de_inferno,0,500,500,500,390,19050,16950,4,5,2,5,5
40952,54.95,14,11,de_inferno,0,390,378,398,306,19000,12800,4,4,2,4,4
40953,34.95,14,11,de_inferno,0,290,78,298,94,17250,2850,3,1,1,3,1
40954,174.95,15,11,de_inferno,0,500,500,298,0,36400,24350,3,0,1,5,5
40955,114.95,15,11,de_inferno,0,500,500,498,500,19700,2450,5,5,5,5,5
40956,94.95,15,11,de_inferno,0,300,298,298,380,7900,2150,3,4,3,3,4
40957,74.95,15,11,de_inferno,0,200,185,198,266,5100,1800,2,3,2,2,3
40958,54.95,15,11,de_inferno,0,157,131,198,184,5400,1800,2,2,2,2,2
40959,34.95,15,11,de_inferno,0,157,131,198,184,5400,1800,2,2,2,2,2
40960,175.0,0,0,de_mirage,0,500,500,0,0,4000,4000,0,0,0,5,5
40961,175.0,0,0,de_mirage,0,500,500,300,300,550,500,0,0,1,5,5
40962,172.94,0,0,de_mirage,0,500,500,300,300,550,500,0,0,1,5,5
40963,112.94,0,0,de_mirage,0,500,500,300,300,550,500,0,0,1,5,5
40964,92.94,0,0,de_mirage,0,389,434,190,278,400,800,0,0,1,4,5
40965,174.97,0,1,de_mirage,0,500,500,0,69,10650,18550,0,0,0,5,5
40966,114.97,0,1,de_mirage,0,500,500,400,500,1500,2450,2,5,0,5,5
40967,94.97,0,1,de_mirage,0,500,500,400,500,1500,2450,2,5,0,5,5
40968,74.97,0,1,de_mirage,0,500,459,400,486,1500,2450,2,5,0,5,5
40969,54.97,0,1,de_mirage,0,451,459,400,486,1500,2450,2,5,0,5,5
40970,34.97,0,1,de_mirage,0,200,305,200,384,0,3850,1,4,0,2,4
40971,25.62,0,1,de_mirage,1,200,305,200,384,0,4150,1,4,0,2,4
40972,5.62,0,1,de_mirage,1,71,159,87,186,300,2500,0,2,0,1,2
40973,174.96,0,2,de_mirage,0,500,500,87,180,14400,22050,0,2,0,5,5
40974,114.96,0,2,de_mirage,0,500,500,87,480,13500,10200,0,5,0,5,5
40975,94.96,0,2,de_mirage,0,500,500,87,480,13500,10200,0,5,0,5,5
40976,74.96,0,2,de_mirage,0,500,500,87,479,13500,10200,0,5,0,5,5
40977,54.96,0,2,de_mirage,0,416,400,87,379,13800,8550,0,4,0,5,4
40978,174.96,0,3,de_mirage,0,500,500,0,265,28600,28850,0,3,0,5,5
40980,94.96,0,3,de_mirage,0,500,352,500,348,950,11350,3,4,1,5,4
40981,74.96,0,3,de_mirage,0,500,337,500,342,950,11350,3,4,1,5,4
40982,54.96,0,3,de_mirage,0,500,337,500,342,950,11350,3,4,1,5,4
40983,34.96,0,3,de_mirage,0,500,337,500,342,950,11350,3,4,1,5,4
40984,174.97,1,3,de_mirage,0,500,500,466,0,18400,23000,3,0,1,5,5
40985,114.97,1,3,de_mirage,0,500,500,466,500,11650,400,4,4,3,5,5
40986,94.97,1,3,de_mirage,0,300,348,300,388,7700,1000,2,3,1,3,4
40987,74.97,1,3,de_mirage,0,300,300,300,300,8000,650,2,2,1,3,3
40988,35.58,1,3,de_mirage,1,100,212,100,292,2200,1350,0,2,0,1,3
40989,174.96,1,4,de_mirage,0,500,500,0,192,24550,18250,0,1,0,5,5
40990,114.96,1,4,de_mirage,0,500,500,500,492,450,2800,0,5,0,5,5
40991,94.96,1,4,de_mirage,0,500,500,500,492,450,2800,0,5,0,5,5
40992,74.96,1,4,de_mirage,0,200,257,200,290,550,3400,0,3,0,2,3
40994,2.91,1,4,de_mirage,1,44,157,100,190,200,2250,0,2,0,1,2
40995,174.96,1,5,de_mirage,0,500,500,91,178,15850,21500,0,2,0,5,5
40996,114.96,1,5,de_mirage,0,500,500,291,478,11650,6500,0,5,0,5,5
40997,94.96,1,5,de_mirage,0,455,500,291,478,11650,6500,0,5,0,5,5
40998,74.96,1,5,de_mirage,0,353,500,188,478,9250,6800,0,5,0,4,5
40999,54.96,1,5,de_mirage,0,322,300,188,290,9850,4500,0,3,0,4,3
41000,34.96,1,5,de_mirage,0,242,200,97,190,6750,4650,0,2,0,3,2
41001,33.02,1,5,de_mirage,1,144,113,0,188,4450,5250,0,2,0,2,2
41002,174.96,1,6,de_mirage,0,500,500,0,188,29350,24150,0,2,0,5,5
41003,114.96,1,6,de_mirage,0,500,500,500,488,1100,8550,3,5,0,5,5
41004,94.96,1,6,de_mirage,0,500,500,500,488,1100,8050,3,5,0,5,5
41005,74.96,1,6,de_mirage,0,373,294,396,296,900,4550,2,3,0,4,3
41006,54.96,1,6,de_mirage,0,373,194,396,196,1200,4200,2,2,0,4,2
41007,174.96,2,6,de_mirage,0,500,500,396,0,18450,15350,2,0,0,5,5
41008,114.96,2,6,de_mirage,0,500,500,496,500,8250,1450,3,3,3,5,5
41009,94.96,2,6,de_mirage,0,500,500,496,498,8250,1250,3,3,3,5,5
41010,74.96,2,6,de_mirage,0,300,200,296,199,5050,750,2,2,2,3,2
41011,174.96,3,6,de_mirage,0,500,500,171,0,26000,11950,2,0,2,5,5
41012,175.0,3,6,de_mirage,0,500,500,271,0,20100,11950,3,0,3,5,5
41013,168.72,3,6,de_mirage,0,500,500,471,0,5550,11950,5,0,4,5,5
41014,108.72,3,6,de_mirage,0,500,500,471,0,5550,11650,5,0,4,5,5
41015,174.97,4,6,de_mirage,0,500,500,433,0,23300,23650,5,0,4,5,5
41016,114.97,4,6,de_mirage,0,500,500,433,500,20800,850,5,5,4,5,5
41017,94.97,4,6,de_mirage,0,448,495,425,497,20600,850,5,5,4,5,5
41018,74.97,4,6,de_mirage,0,400,468,333,491,17750,1150,4,5,3,4,5
41019,20.87,4,6,de_mirage,1,400,468,333,491,17750,1450,4,5,3,4,5
41020,0.87,4,6,de_mirage,1,300,368,253,392,14650,1250,3,4,2,3,4
41021,174.97,4,7,de_mirage,0,500,500,241,379,30400,19250,3,4,2,5,5
41022,114.97,4,7,de_mirage,0,500,500,441,479,15500,11050,4,5,5,5,5
41023,94.97,4,7,de_mirage,0,500,372,441,373,15600,7600,4,4,5,5,4
41024,74.97,4,7,de_mirage,0,500,372,441,373,15600,7600,4,4,5,5,4
41025,54.97,4,7,de_mirage,0,252,210,259,259,6150,6300,2,3,3,3,3
41026,34.97,4,7,de_mirage,0,252,100,259,100,6350,2400,2,1,3,3,1
41027,14.97,4,7,de_mirage,0,214,100,255,100,6350,2400,2,1,3,3,1
41028,174.96,5,7,de_mirage,0,500,500,255,0,32450,21150,2,0,3,5,5
41029,114.96,5,7,de_mirage,0,500,500,455,400,18150,15450,4,0,5,5,5
41030,94.96,5,7,de_mirage,0,370,200,449,100,18850,6350,4,0,5,5,2
41031,74.96,5,7,de_mirage,0,360,100,448,100,18950,3750,4,0,5,5,1
41032,174.97,6,7,de_mirage,0,500,500,448,0,35500,27450,4,0,5,5,5
41034,94.97,6,7,de_mirage,0,500,500,448,500,29800,1750,4,5,5,5,5
41035,74.97,6,7,de_mirage,0,500,500,448,500,29800,1750,4,5,5,5,5
41036,54.97,6,7,de_mirage,0,500,500,448,500,29800,1750,4,5,5,5,5
41037,34.97,6,7,de_mirage,0,500,500,448,500,29800,1750,4,5,5,5,5
41038,174.96,6,8,de_mirage,0,500,500,0,285,37400,19600,0,3,0,5,5
41039,114.96,6,8,de_mirage,0,500,500,500,485,5100,7600,4,5,3,5,5
41040,94.96,6,8,de_mirage,0,391,244,500,300,5500,5700,4,3,3,5,3
41041,74.96,6,8,de_mirage,0,391,100,500,100,5900,2900,4,1,3,5,1
41042,54.96,6,8,de_mirage,0,378,100,400,100,5350,3000,3,1,3,4,1
41043,175.0,8,7,de_mirage,0,500,500,0,0,4000,4000,0,0,0,5,5
41044,160.62,8,7,de_mirage,0,500,500,300,100,650,2650,0,0,1,5,5
41045,100.62,8,7,de_mirage,0,500,500,300,300,650,550,0,0,1,5,5
41046,80.62,8,7,de_mirage,0,300,365,100,181,350,1000,0,0,1,3,4
41047,31.49,8,7,de_mirage,1,177,170,0,100,500,1150,0,0,1,2,2
41048,174.96,8,8,de_mirage,0,500,500,0,100,11050,18600,0,0,0,5,5
41049,114.96,8,8,de_mirage,0,500,500,400,500,2150,1000,2,5,0,5,5
41050,94.96,8,8,de_mirage,0,400,448,400,498,200,1600,2,5,0,4,5
41051,74.96,8,8,de_mirage,0,266,248,288,298,800,1100,1,3,0,3,3
41052,54.96,8,8,de_mirage,0,145,176,184,291,800,1400,1,3,0,2,3
41053,25.82,8,8,de_mirage,1,45,0,84,0,650,0,1,0,0,1,0
41054,174.96,9,8,de_mirage,0,500,500,84,0,19750,14100,1,0,1,5,5
41055,114.96,9,8,de_mirage,0,500,500,484,0,2600,13400,4,0,1,5,5
41056,174.96,10,8,de_mirage,0,500,500,381,0,20350,23200,4,0,1,5,5
41057,114.96,10,8,de_mirage,0,500,500,481,500,11400,950,5,5,2,5,5
41058,94.96,10,8,de_mirage,0,436,451,481,482,11200,950,5,5,2,5,5
41059,74.96,10,8,de_mirage,0,336,253,397,283,8100,850,4,3,1,4,3
41060,54.96,10,8,de_mirage,0,178,174,196,191,4300,1400,2,2,1,2,2
41061,34.96,10,8,de_mirage,0,100,100,100,100,3850,550,1,1,0,1,1
41062,36.87,10,8,de_mirage,1,100,100,100,100,3850,850,1,1,1,1,1
41063,174.96,10,9,de_mirage,0,500,500,0,100,19400,19000,0,1,0,5,5
41064,175.0,10,9,de_mirage,0,500,500,100,200,15150,14400,0,2,0,5,5
41065,172.7,10,9,de_mirage,0,500,500,300,500,1350,3400,1,5,0,5,5
41066,112.7,10,9,de_mirage,0,500,500,300,500,150,2300,1,5,1,5,5
41067,92.7,10,9,de_mirage,0,500,500,300,500,150,2300,1,5,1,5,5
41068,72.7,10,9,de_mirage,0,500,500,300,500,150,2300,1,5,1,5,5
41069,52.7,10,9,de_mirage,0,300,170,100,189,500,2300,1,2,1,3,2
41070,28.16,10,9,de_mirage,1,100,104,0,186,50,3200,0,2,0,1,2
41071,174.96,10,10,de_mirage,0,500,500,0,87,10950,20350,0,1,0,5,5
41072,114.96,10,10,de_mirage,0,500,500,0,387,10150,3850,0,4,0,5,5
41073,94.96,10,10,de_mirage,0,400,500,0,387,8200,4450,0,4,0,4,5
41074,23.3,10,10,de_mirage,1,400,500,0,387,8200,4750,0,4,0,4,5
41075,3.31,10,10,de_mirage,1,381,500,0,387,8200,4750,0,4,0,4,5
41076,174.97,10,11,de_mirage,0,500,500,0,257,22450,23150,0,3,0,5,5
41077,175.0,10,11,de_mirage,0,500,500,100,357,12200,15250,0,4,0,5,5
41078,167.94,10,11,de_mirage,0,500,500,500,357,600,15250,0,4,1,5,5
41079,107.94,10,11,de_mirage,0,500,500,500,357,400,14950,0,4,1,5,5
41080,87.94,10,11,de_mirage,0,200,148,200,193,550,5550,0,2,0,2,2
41081,32.92,10,11,de_mirage,1,200,148,200,193,550,5850,0,2,1,2,2
41082,12.92,10,11,de_mirage,1,200,148,200,193,550,5850,0,2,1,2,2
41083,174.96,10,12,de_mirage,0,500,500,200,152,15800,33250,0,2,1,5,5
41084,114.96,10,12,de_mirage,0,500,500,500,452,12150,16950,0,5,1,5,5
41085,94.96,10,12,de_mirage,0,500,500,500,452,12150,16950,0,5,1,5,5
41086,74.96,10,12,de_mirage,0,400,474,400,448,9550,17250,0,5,0,4,5
41087,54.96,10,12,de_mirage,0,400,474,400,448,9550,17250,0,5,0,4,5
41088,34.96,10,12,de_mirage,0,258,306,292,377,7550,12050,0,4,0,3,4
41089,14.96,10,12,de_mirage,0,141,198,190,200,5900,3800,0,2,0,2,2
41091,6.78,10,12,de_mirage,1,141,198,190,200,5900,4100,0,2,1,2,2
41092,174.96,10,13,de_mirage,0,500,500,190,188,30050,35650,0,2,1,5,5
41093,114.96,10,13,de_mirage,0,500,500,500,488,10400,17200,3,5,2,5,5
41094,94.96,10,13,de_mirage,0,500,500,500,488,10400,17200,3,5,2,5,5
41095,74.96,10,13,de_mirage,0,500,400,500,388,10500,13000,3,4,2,5,4
41096,54.96,10,13,de_mirage,0,500,280,500,344,10500,13000,3,4,2,5,4
41097,174.96,11,13,de_mirage,0,500,500,300,0,27950,24800,3,0,1,5,5
41098,175.0,11,13,de_mirage,0,500,500,400,200,18550,17950,4,2,2,5,5
41099,168.59,11,13,de_mirage,0,500,500,500,300,17150,8100,5,3,2,5,5
41100,108.59,11,13,de_mirage,0,500,500,500,500,15450,1600,5,5,3,5,5
41101,88.59,11,13,de_mirage,0,500,500,500,500,15450,1600,5,5,3,5,5
41102,68.59,11,13,de_mirage,0,500,500,500,500,15450,1600,5,5,3,5,5
41103,48.59,11,13,de_mirage,0,300,456,300,495,11650,2200,3,5,1,3,5
41104,24.66,11,13,de_mirage,1,100,381,100,491,6150,3100,1,5,1,1,5
41105,174.96,11,14,de_mirage,0,500,500,0,291,30150,19650,0,3,0,5,5
41106,114.96,11,14,de_mirage,0,500,500,400,491,2850,6850,2,5,2,5,5
41107,94.96,11,14,de_mirage,0,500,500,500,491,1500,6850,2,5,2,5,5
41108,74.96,11,14,de_mirage,0,500,500,500,491,1500,6850,2,5,2,5,5
41109,54.96,11,14,de_mirage,0,500,500,500,491,1500,6850,2,5,2,5,5
41110,34.96,11,14,de_mirage,0,300,128,300,183,350,2550,1,2,0,3,2
41111,174.96,12,14,de_mirage,0,500,500,300,0,18650,14250,1,0,0,5,5
41112,114.96,12,14,de_mirage,0,500,500,500,500,6100,600,2,5,2,5,5
41113,94.96,12,14,de_mirage,0,417,378,500,395,6050,550,3,4,2,5,4
41114,174.97,13,14,de_mirage,0,500,500,496,0,23300,10100,3,0,2,5,5
41115,114.97,13,14,de_mirage,0,500,500,496,0,19000,9800,5,0,3,5,5
41116,38.77,13,14,de_mirage,1,405,300,449,0,19400,5750,5,0,3,5,3
41117,18.77,13,14,de_mirage,1,365,0,389,0,16750,0,4,0,3,4,0
41118,175.0,14,14,de_mirage,0,500,500,389,0,38100,26200,4,0,3,5,5
41119,175.0,14,14,de_mirage,0,500,500,489,0,29100,26200,5,0,4,5,5
41120,164.96,14,14,de_mirage,0,500,500,489,500,29100,2300,5,5,4,5,5
41121,104.96,14,14,de_mirage,0,500,500,489,500,28500,2300,5,5,5,5,5
41122,84.96,14,14,de_mirage,0,400,466,389,488,20450,2600,4,5,4,4,5
41123,39.28,14,14,de_mirage,1,275,458,289,488,13250,3200,3,5,3,3,5
41124,19.28,14,14,de_mirage,1,19,292,81,300,5000,2800,1,3,1,1,3
41125,174.96,14,15,de_mirage,0,500,500,0,300,35900,20350,0,3,0,5,5
41126,114.96,14,15,de_mirage,0,500,500,500,500,3400,7350,5,5,4,5,5
41127,94.96,14,15,de_mirage,0,500,490,500,500,3400,7350,5,5,4,5,5
41128,74.96,14,15,de_mirage,0,500,462,500,489,3400,7350,5,5,4,5,5
41129,54.96,14,15,de_mirage,0,500,462,500,489,3400,7350,5,5,4,5,5
41130,34.96,14,15,de_mirage,0,500,274,500,389,3500,4050,5,4,4,5,4
41131,21.23,14,15,de_mirage,1,409,230,490,289,3800,3700,5,3,4,5,3
41132,174.94,15,15,de_mirage,0,500,500,0,0,50000,50000,0,0,0,5,5
41133,114.93,15,15,de_mirage,0,500,500,500,500,20050,23950,2,5,2,5,5
41135,74.93,15,15,de_mirage,0,500,200,500,200,20250,10400,2,2,2,5,2
41136,54.93,15,15,de_mirage,0,500,100,500,100,20350,5200,2,1,2,5,1
41137,174.95,16,15,de_mirage,0,500,500,500,0,36700,33450,2,0,2,5,5
41138,114.94,16,15,de_mirage,0,500,500,500,500,33150,9450,3,5,4,5,5
41139,94.94,16,15,de_mirage,0,336,100,390,100,25550,250,3,1,4,4,1
41140,174.96,17,15,de_mirage,0,500,500,377,0,50300,21750,3,0,4,5,5
41141,114.96,17,15,de_mirage,0,500,500,490,500,40900,550,5,5,5,5,5
41142,94.96,17,15,de_mirage,0,391,300,478,300,41500,300,5,3,5,5,3
41143,39.79,17,15,de_mirage,1,200,96,200,183,16250,1400,2,2,2,2,2
41144,19.79,17,15,de_mirage,1,173,48,196,92,16550,1000,2,1,2,2,1
41145,175.0,15,18,de_mirage,0,500,500,0,0,50000,50000,0,0,0,5,5
41146,156.34,15,18,de_mirage,0,500,500,500,500,20900,23350,2,5,4,5,5
41147,96.34,15,18,de_mirage,0,400,492,400,496,17000,23650,2,5,4,4,5
41148,76.34,15,18,de_mirage,0,400,492,400,496,17000,23650,2,5,4,4,5
41149,56.34,15,18,de_mirage,0,400,492,400,496,17000,23650,2,5,4,4,5
41150,36.34,15,18,de_mirage,0,400,492,400,496,17000,23650,2,5,4,4,5
41151,39.79,15,18,de_mirage,1,200,492,200,496,8550,24350,1,5,2,2,5
41152,174.93,0,0,de_overpass,0,500,500,0,0,4000,4000,0,0,0,5,5
41153,114.93,0,0,de_overpass,0,500,500,400,400,600,700,0,0,1,5,5
41154,94.93,0,0,de_overpass,0,500,500,400,400,600,700,0,0,1,5,5
41155,74.93,0,0,de_overpass,0,200,285,100,192,150,1300,0,0,1,2,3
41156,31.48,0,0,de_overpass,1,100,285,100,192,150,1900,0,0,0,1,3
41157,11.48,0,0,de_overpass,1,74,200,85,100,450,1150,0,0,1,1,2
41158,174.91,0,1,de_overpass,0,500,500,0,92,11000,18750,0,0,0,5,5
41159,114.94,0,1,de_overpass,0,500,500,400,500,250,3700,3,5,0,5,5
41160,94.94,0,1,de_overpass,0,500,429,400,493,250,1100,3,5,0,5,5
41161,74.94,0,1,de_overpass,0,500,429,400,493,250,1100,3,5,0,5,5
41162,54.94,0,1,de_overpass,0,238,309,368,477,200,1700,3,5,0,4,5
41163,22.67,0,1,de_overpass,1,238,309,368,477,200,2000,3,5,0,4,5
41164,2.67,0,1,de_overpass,1,238,256,368,386,500,1850,3,4,0,4,4
41165,174.91,0,2,de_overpass,0,500,500,367,381,12550,19500,3,4,0,5,5
41166,114.94,0,2,de_overpass,0,500,500,367,481,10650,12150,3,5,0,5,5
41167,94.94,0,2,de_overpass,0,470,500,367,481,10450,12150,3,5,0,5,5
41169,35.43,0,2,de_overpass,1,399,351,267,386,8000,10150,2,4,0,4,4
41170,15.43,0,2,de_overpass,1,75,129,57,184,3450,6800,1,2,0,1,2
41171,174.91,0,3,de_overpass,0,500,500,0,184,26450,30800,0,2,0,5,5
41172,114.94,0,3,de_overpass,0,500,500,500,493,800,13850,2,5,1,5,5
41173,94.94,0,3,de_overpass,0,500,453,500,493,800,13850,2,5,1,5,5
41174,74.94,0,3,de_overpass,0,500,453,500,493,800,13850,2,5,1,5,5
41175,54.94,0,3,de_overpass,0,500,453,500,493,800,13850,2,5,1,5,5
41176,34.94,0,3,de_overpass,0,425,90,491,192,1700,2450,2,2,1,5,2
